,DateCaptured,Windows,Mac,Linux
v1.4.2,2021-04-21,112,38.0,5.0
v1.4.1,2021-04-21,233,92.0,28.0
v1.4.0,2021-04-21,306,112.0,31.0
v1.3.0,2021-04-21,88,75.0,24.0
v1.2.1,2021-04-21,190,,
v1.1.0,2021-04-21,187,,
v1.0.0,2021-04-21,85,,
v1.4.2,2021-04-22,112,38.0,5.0
v1.4.1,2021-04-22,233,92.0,28.0
v1.4.0,2021-04-22,306,112.0,31.0
v1.3.0,2021-04-22,88,75.0,24.0
v1.2.1,2021-04-22,190,,
v1.1.0,2021-04-22,187,,
v1.0.0,2021-04-22,85,,
v1.4.2,2021-04-23,117,42.0,5.0
v1.4.1,2021-04-23,233,92.0,28.0
v1.4.0,2021-04-23,307,112.0,31.0
v1.3.0,2021-04-23,88,75.0,24.0
v1.2.1,2021-04-23,190,,
v1.1.0,2021-04-23,187,,
v1.0.0,2021-04-23,85,,
v1.4.2,2021-04-24,124,50.0,6.0
v1.4.1,2021-04-24,233,92.0,28.0
v1.4.0,2021-04-24,307,112.0,31.0
v1.3.0,2021-04-24,88,75.0,24.0
v1.2.1,2021-04-24,190,,
v1.1.0,2021-04-24,187,,
v1.0.0,2021-04-24,85,,
v1.4.2,2021-04-25,133,56.0,8.0
v1.4.1,2021-04-25,233,92.0,28.0
v1.4.0,2021-04-25,309,112.0,31.0
v1.3.0,2021-04-25,88,75.0,24.0
v1.2.1,2021-04-25,190,,
v1.1.0,2021-04-25,187,,
v1.0.0,2021-04-25,85,,
v1.4.2,2021-04-26,143,58.0,9.0
v1.4.1,2021-04-26,233,93.0,28.0
v1.4.0,2021-04-26,309,113.0,31.0
v1.3.0,2021-04-26,88,75.0,24.0
v1.2.1,2021-04-26,190,,
v1.1.0,2021-04-26,187,,
v1.0.0,2021-04-26,85,,
v1.4.2,2021-04-27,146,63.0,10.0
v1.4.1,2021-04-27,233,93.0,28.0
v1.4.0,2021-04-27,310,113.0,31.0
v1.3.0,2021-04-27,88,75.0,24.0
v1.2.1,2021-04-27,190,,
v1.1.0,2021-04-27,187,,
v1.0.0,2021-04-27,85,,
v1.4.2,2021-04-28,151,63.0,10.0
v1.4.1,2021-04-28,233,93.0,28.0
v1.4.0,2021-04-28,310,113.0,31.0
v1.3.0,2021-04-28,88,75.0,24.0
v1.2.1,2021-04-28,190,,
v1.1.0,2021-04-28,187,,
v1.0.0,2021-04-28,85,,
v1.4.2,2021-04-29,162,67.0,11.0
v1.4.1,2021-04-29,233,93.0,28.0
v1.4.0,2021-04-29,310,113.0,31.0
v1.3.0,2021-04-29,88,75.0,24.0
v1.2.1,2021-04-29,190,,
v1.1.0,2021-04-29,187,,
v1.0.0,2021-04-29,85,,
v1.4.2,2021-04-30,173,73.0,12.0
v1.4.1,2021-04-30,233,93.0,28.0
v1.4.0,2021-04-30,311,113.0,31.0
v1.3.0,2021-04-30,88,75.0,24.0
v1.2.1,2021-04-30,190,,
v1.1.0,2021-04-30,187,,
v1.0.0,2021-04-30,85,,
v1.4.2,2021-05-01,180,79.0,12.0
v1.4.1,2021-05-01,233,93.0,28.0
v1.4.0,2021-05-01,311,114.0,31.0
v1.3.0,2021-05-01,88,75.0,24.0
v1.2.1,2021-05-01,190,,
v1.1.0,2021-05-01,187,,
v1.0.0,2021-05-01,85,,
v1.4.2,2021-05-02,192,81.0,14.0
v1.4.1,2021-05-02,233,93.0,28.0
v1.4.0,2021-05-02,313,114.0,31.0
v1.3.0,2021-05-02,88,75.0,24.0
v1.2.1,2021-05-02,190,,
v1.1.0,2021-05-02,187,,
v1.0.0,2021-05-02,85,,
v1.4.2,2021-05-03,203,85.0,20.0
v1.4.1,2021-05-03,233,93.0,28.0
v1.4.0,2021-05-03,314,114.0,31.0
v1.3.0,2021-05-03,88,75.0,24.0
v1.2.1,2021-05-03,190,,
v1.1.0,2021-05-03,187,,
v1.0.0,2021-05-03,85,,
v1.4.2,2021-05-04,220,86.0,21.0
v1.4.1,2021-05-04,233,93.0,28.0
v1.4.0,2021-05-04,315,114.0,31.0
v1.3.0,2021-05-04,88,75.0,24.0
v1.2.1,2021-05-04,190,,
v1.1.0,2021-05-04,187,,
v1.0.0,2021-05-04,85,,
v1.4.2,2021-05-05,228,91.0,21.0
v1.4.1,2021-05-05,233,93.0,28.0
v1.4.0,2021-05-05,316,114.0,31.0
v1.3.0,2021-05-05,88,75.0,24.0
v1.2.1,2021-05-05,190,,
v1.1.0,2021-05-05,187,,
v1.0.0,2021-05-05,85,,
v1.4.2,2021-05-06,234,93.0,23.0
v1.4.1,2021-05-06,233,93.0,28.0
v1.4.0,2021-05-06,317,114.0,31.0
v1.3.0,2021-05-06,88,75.0,24.0
v1.2.1,2021-05-06,190,,
v1.1.0,2021-05-06,187,,
v1.0.0,2021-05-06,85,,
v1.4.2,2021-05-07,244,95.0,24.0
v1.4.1,2021-05-07,233,94.0,29.0
v1.4.0,2021-05-07,317,115.0,31.0
v1.3.0,2021-05-07,88,75.0,24.0
v1.2.1,2021-05-07,190,,
v1.1.0,2021-05-07,187,,
v1.0.0,2021-05-07,85,,
v1.4.2,2021-05-08,256,97.0,25.0
v1.4.1,2021-05-08,234,94.0,30.0
v1.4.0,2021-05-08,318,115.0,31.0
v1.3.0,2021-05-08,88,75.0,24.0
v1.2.1,2021-05-08,190,,
v1.1.0,2021-05-08,187,,
v1.0.0,2021-05-08,85,,
v1.4.2,2021-05-09,261,103.0,26.0
v1.4.1,2021-05-09,234,95.0,30.0
v1.4.0,2021-05-09,318,115.0,32.0
v1.3.0,2021-05-09,88,75.0,24.0
v1.2.1,2021-05-09,190,,
v1.1.0,2021-05-09,187,,
v1.0.0,2021-05-09,85,,
v1.4.2,2021-05-10,265,103.0,27.0
v1.4.1,2021-05-10,234,95.0,30.0
v1.4.0,2021-05-10,320,115.0,32.0
v1.3.0,2021-05-10,88,75.0,24.0
v1.2.1,2021-05-10,190,,
v1.1.0,2021-05-10,187,,
v1.0.0,2021-05-10,85,,
v1.4.2,2021-05-11,270,109.0,30.0
v1.4.1,2021-05-11,234,95.0,30.0
v1.4.0,2021-05-11,320,115.0,32.0
v1.3.0,2021-05-11,88,75.0,24.0
v1.2.1,2021-05-11,190,,
v1.1.0,2021-05-11,187,,
v1.0.0,2021-05-11,87,,
v1.4.2,2021-05-12,277,115.0,32.0
v1.4.1,2021-05-12,234,95.0,30.0
v1.4.0,2021-05-12,320,115.0,32.0
v1.3.0,2021-05-12,88,75.0,24.0
v1.2.1,2021-05-12,190,,
v1.1.0,2021-05-12,187,,
v1.0.0,2021-05-12,87,,
v1.4.2,2021-05-13,284,127.0,32.0
v1.4.1,2021-05-13,234,95.0,30.0
v1.4.0,2021-05-13,320,116.0,32.0
v1.3.0,2021-05-13,88,75.0,24.0
v1.2.1,2021-05-13,190,,
v1.1.0,2021-05-13,187,,
v1.0.0,2021-05-13,88,,
v1.4.2,2021-05-14,289,130.0,34.0
v1.4.1,2021-05-14,234,95.0,30.0
v1.4.0,2021-05-14,320,116.0,32.0
v1.3.0,2021-05-14,88,75.0,24.0
v1.2.1,2021-05-14,190,,
v1.1.0,2021-05-14,187,,
v1.0.0,2021-05-14,88,,
v1.4.2,2021-05-15,295,136.0,35.0
v1.4.1,2021-05-15,234,95.0,30.0
v1.4.0,2021-05-15,322,116.0,32.0
v1.3.0,2021-05-15,88,75.0,24.0
v1.2.1,2021-05-15,190,,
v1.1.0,2021-05-15,187,,
v1.0.0,2021-05-15,88,,
v1.4.2,2021-05-16,296,138.0,36.0
v1.4.1,2021-05-16,234,95.0,30.0
v1.4.0,2021-05-16,322,116.0,32.0
v1.3.0,2021-05-16,88,75.0,24.0
v1.2.1,2021-05-16,190,,
v1.1.0,2021-05-16,187,,
v1.0.0,2021-05-16,88,,
v1.4.2,2021-05-17,305,138.0,37.0
v1.4.1,2021-05-17,234,95.0,30.0
v1.4.0,2021-05-17,322,116.0,32.0
v1.3.0,2021-05-17,88,75.0,24.0
v1.2.1,2021-05-17,190,,
v1.1.0,2021-05-17,187,,
v1.0.0,2021-05-17,88,,
v1.4.2,2021-05-18,309,138.0,38.0
v1.4.1,2021-05-18,234,95.0,30.0
v1.4.0,2021-05-18,322,116.0,32.0
v1.3.0,2021-05-18,88,75.0,24.0
v1.2.1,2021-05-18,190,,
v1.1.0,2021-05-18,187,,
v1.0.0,2021-05-18,88,,
v1.4.2,2021-05-19,313,140.0,38.0
v1.4.1,2021-05-19,234,95.0,30.0
v1.4.0,2021-05-19,323,116.0,32.0
v1.3.0,2021-05-19,88,75.0,24.0
v1.2.1,2021-05-19,190,,
v1.1.0,2021-05-19,187,,
v1.0.0,2021-05-19,88,,
v1.4.2,2021-05-20,316,141.0,39.0
v1.4.1,2021-05-20,234,95.0,30.0
v1.4.0,2021-05-20,323,116.0,32.0
v1.3.0,2021-05-20,88,75.0,24.0
v1.2.1,2021-05-20,190,,
v1.1.0,2021-05-20,187,,
v1.0.0,2021-05-20,88,,
v1.4.2,2021-05-21,321,143.0,41.0
v1.4.1,2021-05-21,234,95.0,30.0
v1.4.0,2021-05-21,323,116.0,32.0
v1.3.0,2021-05-21,88,75.0,24.0
v1.2.1,2021-05-21,190,,
v1.1.0,2021-05-21,187,,
v1.0.0,2021-05-21,88,,
v1.4.2,2021-05-22,322,144.0,41.0
v1.4.1,2021-05-22,234,95.0,30.0
v1.4.0,2021-05-22,323,116.0,32.0
v1.3.0,2021-05-22,88,75.0,24.0
v1.2.1,2021-05-22,190,,
v1.1.0,2021-05-22,187,,
v1.0.0,2021-05-22,88,,
v1.4.2,2021-05-23,327,149.0,41.0
v1.4.1,2021-05-23,234,95.0,30.0
v1.4.0,2021-05-23,323,116.0,32.0
v1.3.0,2021-05-23,88,75.0,24.0
v1.2.1,2021-05-23,190,,
v1.1.0,2021-05-23,187,,
v1.0.0,2021-05-23,88,,
v1.4.2,2021-05-24,332,150.0,42.0
v1.4.1,2021-05-24,234,95.0,30.0
v1.4.0,2021-05-24,323,116.0,32.0
v1.3.0,2021-05-24,88,75.0,24.0
v1.2.1,2021-05-24,190,,
v1.1.0,2021-05-24,187,,
v1.0.0,2021-05-24,88,,
v1.4.2,2021-05-25,334,152.0,42.0
v1.4.1,2021-05-25,234,95.0,30.0
v1.4.0,2021-05-25,323,116.0,32.0
v1.3.0,2021-05-25,88,75.0,24.0
v1.2.1,2021-05-25,190,,
v1.1.0,2021-05-25,187,,
v1.0.0,2021-05-25,89,,
v1.4.2,2021-05-26,337,154.0,45.0
v1.4.1,2021-05-26,234,95.0,30.0
v1.4.0,2021-05-26,323,116.0,32.0
v1.3.0,2021-05-26,88,75.0,24.0
v1.2.1,2021-05-26,190,,
v1.1.0,2021-05-26,187,,
v1.0.0,2021-05-26,89,,
v1.4.2,2021-05-27,343,156.0,45.0
v1.4.1,2021-05-27,234,95.0,30.0
v1.4.0,2021-05-27,323,116.0,32.0
v1.3.0,2021-05-27,88,75.0,24.0
v1.2.1,2021-05-27,190,,
v1.1.0,2021-05-27,187,,
v1.0.0,2021-05-27,90,,
v1.4.2,2021-05-28,349,163.0,45.0
v1.4.1,2021-05-28,234,95.0,30.0
v1.4.0,2021-05-28,323,116.0,32.0
v1.3.0,2021-05-28,88,75.0,24.0
v1.2.1,2021-05-28,190,,
v1.1.0,2021-05-28,187,,
v1.0.0,2021-05-28,90,,
v1.4.2,2021-05-29,356,163.0,45.0
v1.4.1,2021-05-29,234,95.0,30.0
v1.4.0,2021-05-29,323,116.0,32.0
v1.3.0,2021-05-29,88,75.0,24.0
v1.2.1,2021-05-29,190,,
v1.1.0,2021-05-29,187,,
v1.0.0,2021-05-29,90,,
v1.4.2,2021-05-30,369,170.0,46.0
v1.4.1,2021-05-30,234,95.0,30.0
v1.4.0,2021-05-30,323,116.0,32.0
v1.3.0,2021-05-30,88,75.0,24.0
v1.2.1,2021-05-30,190,,
v1.1.0,2021-05-30,187,,
v1.0.0,2021-05-30,90,,
v1.4.2,2021-05-31,379,176.0,48.0
v1.4.1,2021-05-31,234,95.0,30.0
v1.4.0,2021-05-31,323,117.0,32.0
v1.3.0,2021-05-31,88,75.0,24.0
v1.2.1,2021-05-31,190,,
v1.1.0,2021-05-31,187,,
v1.0.0,2021-05-31,90,,
v1.4.2,2021-06-01,388,182.0,50.0
v1.4.1,2021-06-01,234,95.0,30.0
v1.4.0,2021-06-01,323,117.0,32.0
v1.3.0,2021-06-01,88,75.0,24.0
v1.2.1,2021-06-01,190,,
v1.1.0,2021-06-01,187,,
v1.0.0,2021-06-01,90,,
v1.4.2,2021-06-02,395,185.0,51.0
v1.4.1,2021-06-02,234,95.0,30.0
v1.4.0,2021-06-02,323,117.0,32.0
v1.3.0,2021-06-02,88,75.0,24.0
v1.2.1,2021-06-02,190,,
v1.1.0,2021-06-02,187,,
v1.0.0,2021-06-02,90,,
v1.4.2,2021-06-03,401,189.0,52.0
v1.4.1,2021-06-03,234,95.0,30.0
v1.4.0,2021-06-03,323,117.0,32.0
v1.3.0,2021-06-03,88,75.0,24.0
v1.2.1,2021-06-03,190,,
v1.1.0,2021-06-03,187,,
v1.0.0,2021-06-03,90,,
v1.4.2,2021-06-04,406,193.0,53.0
v1.4.1,2021-06-04,234,95.0,30.0
v1.4.0,2021-06-04,323,117.0,32.0
v1.3.0,2021-06-04,88,75.0,24.0
v1.2.1,2021-06-04,190,,
v1.1.0,2021-06-04,187,,
v1.0.0,2021-06-04,91,,
v1.4.2,2021-06-05,416,194.0,53.0
v1.4.1,2021-06-05,234,95.0,30.0
v1.4.0,2021-06-05,323,117.0,32.0
v1.3.0,2021-06-05,88,75.0,24.0
v1.2.1,2021-06-05,190,,
v1.1.0,2021-06-05,187,,
v1.0.0,2021-06-05,91,,
v1.4.2,2021-06-06,423,200.0,53.0
v1.4.1,2021-06-06,234,95.0,30.0
v1.4.0,2021-06-06,324,117.0,32.0
v1.3.0,2021-06-06,88,75.0,24.0
v1.2.1,2021-06-06,190,,
v1.1.0,2021-06-06,187,,
v1.0.0,2021-06-06,93,,
v1.4.2,2021-06-07,433,202.0,53.0
v1.4.1,2021-06-07,234,95.0,30.0
v1.4.0,2021-06-07,325,117.0,32.0
v1.3.0,2021-06-07,88,75.0,24.0
v1.2.1,2021-06-07,190,,
v1.1.0,2021-06-07,187,,
v1.0.0,2021-06-07,94,,
v1.4.2,2021-06-08,440,208.0,53.0
v1.4.1,2021-06-08,234,95.0,30.0
v1.4.0,2021-06-08,325,119.0,32.0
v1.3.0,2021-06-08,88,75.0,24.0
v1.2.1,2021-06-08,190,,
v1.1.0,2021-06-08,187,,
v1.0.0,2021-06-08,95,,
v1.4.2,2021-06-09,450,210.0,55.0
v1.4.1,2021-06-09,234,95.0,30.0
v1.4.0,2021-06-09,326,119.0,32.0
v1.3.0,2021-06-09,88,75.0,24.0
v1.2.1,2021-06-09,190,,
v1.1.0,2021-06-09,187,,
v1.0.0,2021-06-09,95,,
v1.4.2,2021-06-10,458,217.0,55.0
v1.4.1,2021-06-10,234,95.0,30.0
v1.4.0,2021-06-10,326,119.0,32.0
v1.3.0,2021-06-10,88,75.0,24.0
v1.2.1,2021-06-10,190,,
v1.1.0,2021-06-10,187,,
v1.0.0,2021-06-10,98,,
v1.4.2,2021-06-11,466,222.0,59.0
v1.4.1,2021-06-11,234,95.0,30.0
v1.4.0,2021-06-11,326,119.0,32.0
v1.3.0,2021-06-11,88,75.0,24.0
v1.2.1,2021-06-11,190,,
v1.1.0,2021-06-11,187,,
v1.0.0,2021-06-11,101,,
v1.4.2,2021-06-12,471,224.0,59.0
v1.4.1,2021-06-12,234,95.0,30.0
v1.4.0,2021-06-12,326,119.0,32.0
v1.3.0,2021-06-12,88,75.0,24.0
v1.2.1,2021-06-12,190,,
v1.1.0,2021-06-12,187,,
v1.0.0,2021-06-12,104,,
v1.4.2,2021-06-13,477,228.0,59.0
v1.4.1,2021-06-13,234,95.0,30.0
v1.4.0,2021-06-13,326,119.0,32.0
v1.3.0,2021-06-13,88,75.0,24.0
v1.2.1,2021-06-13,190,,
v1.1.0,2021-06-13,187,,
v1.0.0,2021-06-13,106,,
v1.4.2,2021-06-14,480,233.0,59.0
v1.4.1,2021-06-14,234,95.0,30.0
v1.4.0,2021-06-14,326,119.0,32.0
v1.3.0,2021-06-14,88,75.0,24.0
v1.2.1,2021-06-14,190,,
v1.1.0,2021-06-14,187,,
v1.0.0,2021-06-14,106,,
v1.4.2,2021-06-15,486,237.0,59.0
v1.4.1,2021-06-15,234,95.0,30.0
v1.4.0,2021-06-15,328,119.0,32.0
v1.3.0,2021-06-15,88,75.0,24.0
v1.2.1,2021-06-15,190,,
v1.1.0,2021-06-15,187,,
v1.0.0,2021-06-15,106,,
v1.4.2,2021-06-16,494,241.0,59.0
v1.4.1,2021-06-16,234,95.0,30.0
v1.4.0,2021-06-16,328,119.0,32.0
v1.3.0,2021-06-16,88,75.0,24.0
v1.2.1,2021-06-16,190,,
v1.1.0,2021-06-16,187,,
v1.0.0,2021-06-16,106,,
v1.4.2,2021-06-17,507,252.0,60.0
v1.4.1,2021-06-17,234,95.0,30.0
v1.4.0,2021-06-17,329,121.0,32.0
v1.3.0,2021-06-17,88,75.0,24.0
v1.2.1,2021-06-17,190,,
v1.1.0,2021-06-17,187,,
v1.0.0,2021-06-17,109,,
v1.4.2,2021-06-18,519,254.0,60.0
v1.4.1,2021-06-18,234,95.0,30.0
v1.4.0,2021-06-18,331,121.0,32.0
v1.3.0,2021-06-18,88,75.0,24.0
v1.2.1,2021-06-18,190,,
v1.1.0,2021-06-18,187,,
v1.0.0,2021-06-18,112,,
v1.4.2,2021-06-19,527,261.0,60.0
v1.4.1,2021-06-19,234,95.0,30.0
v1.4.0,2021-06-19,332,121.0,32.0
v1.3.0,2021-06-19,88,75.0,24.0
v1.2.1,2021-06-19,190,,
v1.1.0,2021-06-19,187,,
v1.0.0,2021-06-19,117,,
v1.4.2,2021-06-20,532,265.0,60.0
v1.4.1,2021-06-20,234,95.0,30.0
v1.4.0,2021-06-20,332,121.0,32.0
v1.3.0,2021-06-20,88,75.0,24.0
v1.2.1,2021-06-20,190,,
v1.1.0,2021-06-20,187,,
v1.0.0,2021-06-20,123,,
1.5.0,2021-06-21,14,5.0,2.0
v1.4.2,2021-06-21,535,269.0,61.0
v1.4.1,2021-06-21,234,95.0,30.0
v1.4.0,2021-06-21,332,121.0,32.0
v1.3.0,2021-06-21,88,75.0,24.0
v1.2.1,2021-06-21,190,,
v1.1.0,2021-06-21,187,,
v1.0.0,2021-06-21,126,,
1.5.0,2021-06-22,93,33.0,10.0
v1.4.2,2021-06-22,535,269.0,61.0
v1.4.1,2021-06-22,234,95.0,30.0
v1.4.0,2021-06-22,335,121.0,32.0
v1.3.0,2021-06-22,88,75.0,25.0
v1.2.1,2021-06-22,190,,
v1.1.0,2021-06-22,187,,
v1.0.0,2021-06-22,132,,
1.5.0,2021-06-23,119,40.0,13.0
v1.4.2,2021-06-23,535,269.0,61.0
v1.4.1,2021-06-23,234,95.0,30.0
v1.4.0,2021-06-23,335,123.0,32.0
v1.3.0,2021-06-23,88,75.0,25.0
v1.2.1,2021-06-23,190,,
v1.1.0,2021-06-23,187,,
v1.0.0,2021-06-23,137,,
1.5.0,2021-06-24,135,47.0,15.0
v1.4.2,2021-06-24,535,269.0,61.0
v1.4.1,2021-06-24,234,95.0,30.0
v1.4.0,2021-06-24,338,123.0,32.0
v1.3.0,2021-06-24,88,75.0,25.0
v1.2.1,2021-06-24,190,,
v1.1.0,2021-06-24,187,,
v1.0.0,2021-06-24,137,,
1.5.0,2021-06-25,144,58.0,15.0
v1.4.2,2021-06-25,535,269.0,61.0
v1.4.1,2021-06-25,234,95.0,30.0
v1.4.0,2021-06-25,338,125.0,32.0
v1.3.0,2021-06-25,88,75.0,25.0
v1.2.1,2021-06-25,190,,
v1.1.0,2021-06-25,187,,
v1.0.0,2021-06-25,138,,
1.5.0,2021-06-26,155,67.0,17.0
v1.4.2,2021-06-26,535,269.0,61.0
v1.4.1,2021-06-26,234,95.0,30.0
v1.4.0,2021-06-26,338,125.0,32.0
v1.3.0,2021-06-26,88,75.0,25.0
v1.2.1,2021-06-26,190,,
v1.1.0,2021-06-26,187,,
v1.0.0,2021-06-26,138,,
1.5.0,2021-06-27,160,71.0,17.0
v1.4.2,2021-06-27,535,269.0,61.0
v1.4.1,2021-06-27,234,95.0,30.0
v1.4.0,2021-06-27,338,125.0,32.0
v1.3.0,2021-06-27,88,75.0,25.0
v1.2.1,2021-06-27,190,,
v1.1.0,2021-06-27,187,,
v1.0.0,2021-06-27,140,,
1.5.0,2021-06-28,166,72.0,19.0
v1.4.2,2021-06-28,535,269.0,61.0
v1.4.1,2021-06-28,234,95.0,30.0
v1.4.0,2021-06-28,339,125.0,32.0
v1.3.0,2021-06-28,88,75.0,25.0
v1.2.1,2021-06-28,190,,
v1.1.0,2021-06-28,187,,
v1.0.0,2021-06-28,140,,
1.5.0,2021-06-29,175,77.0,21.0
v1.4.2,2021-06-29,535,269.0,61.0
v1.4.1,2021-06-29,234,95.0,30.0
v1.4.0,2021-06-29,341,125.0,32.0
v1.3.0,2021-06-29,88,75.0,25.0
v1.2.1,2021-06-29,190,,
v1.1.0,2021-06-29,187,,
v1.0.0,2021-06-29,143,,
1.5.0,2021-06-30,185,80.0,21.0
v1.4.2,2021-06-30,535,269.0,61.0
v1.4.1,2021-06-30,234,95.0,30.0
v1.4.0,2021-06-30,341,125.0,32.0
v1.3.0,2021-06-30,88,75.0,25.0
v1.2.1,2021-06-30,190,,
v1.1.0,2021-06-30,187,,
v1.0.0,2021-06-30,149,,
1.5.0,2021-07-01,194,87.0,22.0
v1.4.2,2021-07-01,535,269.0,61.0
v1.4.1,2021-07-01,234,95.0,30.0
v1.4.0,2021-07-01,341,125.0,32.0
v1.3.0,2021-07-01,88,75.0,25.0
v1.2.1,2021-07-01,190,,
v1.1.0,2021-07-01,187,,
v1.0.0,2021-07-01,154,,
1.5.0,2021-07-02,206,89.0,22.0
v1.4.2,2021-07-02,535,269.0,61.0
v1.4.1,2021-07-02,234,95.0,30.0
v1.4.0,2021-07-02,341,125.0,32.0
v1.3.0,2021-07-02,88,75.0,25.0
v1.2.1,2021-07-02,190,,
v1.1.0,2021-07-02,187,,
v1.0.0,2021-07-02,160,,
1.5.0,2021-07-03,215,95.0,23.0
v1.4.2,2021-07-03,536,269.0,61.0
v1.4.1,2021-07-03,234,95.0,30.0
v1.4.0,2021-07-03,341,125.0,32.0
v1.3.0,2021-07-03,88,75.0,25.0
v1.2.1,2021-07-03,190,,
v1.1.0,2021-07-03,187,,
v1.0.0,2021-07-03,166,,
1.5.0,2021-07-04,223,96.0,24.0
v1.4.2,2021-07-04,537,269.0,61.0
v1.4.1,2021-07-04,234,95.0,30.0
v1.4.0,2021-07-04,341,125.0,32.0
v1.3.0,2021-07-04,88,75.0,25.0
v1.2.1,2021-07-04,190,,
v1.1.0,2021-07-04,187,,
v1.0.0,2021-07-04,167,,
1.5.0,2021-07-05,230,102.0,26.0
v1.4.2,2021-07-05,537,269.0,61.0
v1.4.1,2021-07-05,234,95.0,30.0
v1.4.0,2021-07-05,341,125.0,32.0
v1.3.0,2021-07-05,88,75.0,25.0
v1.2.1,2021-07-05,190,,
v1.1.0,2021-07-05,187,,
v1.0.0,2021-07-05,171,,
1.5.0,2021-07-06,234,108.0,27.0
v1.4.2,2021-07-06,537,269.0,61.0
v1.4.1,2021-07-06,234,95.0,30.0
v1.4.0,2021-07-06,341,125.0,32.0
v1.3.0,2021-07-06,88,75.0,25.0
v1.2.1,2021-07-06,190,,
v1.1.0,2021-07-06,187,,
v1.0.0,2021-07-06,174,,
1.5.0,2021-07-08,247,118.0,32.0
v1.4.2,2021-07-08,537,269.0,61.0
v1.4.1,2021-07-08,234,95.0,30.0
v1.4.0,2021-07-08,341,125.0,32.0
v1.3.0,2021-07-08,88,75.0,25.0
v1.2.1,2021-07-08,190,,
v1.1.0,2021-07-08,187,,
v1.0.0,2021-07-08,180,,
1.5.0,2021-07-09,249,122.0,33.0
v1.4.2,2021-07-09,537,269.0,61.0
v1.4.1,2021-07-09,234,95.0,30.0
v1.4.0,2021-07-09,341,126.0,32.0
v1.3.0,2021-07-09,88,75.0,25.0
v1.2.1,2021-07-09,190,,
v1.1.0,2021-07-09,187,,
v1.0.0,2021-07-09,183,,
1.5.0,2021-07-10,254,124.0,34.0
v1.4.2,2021-07-10,537,269.0,61.0
v1.4.1,2021-07-10,234,95.0,30.0
v1.4.0,2021-07-10,343,126.0,32.0
v1.3.0,2021-07-10,89,76.0,25.0
v1.2.1,2021-07-10,190,,
v1.1.0,2021-07-10,187,,
v1.0.0,2021-07-10,189,,
1.5.0,2021-07-12,266,130.0,36.0
v1.4.2,2021-07-12,537,269.0,61.0
v1.4.1,2021-07-12,234,95.0,30.0
v1.4.0,2021-07-12,343,127.0,33.0
v1.3.0,2021-07-12,89,76.0,25.0
v1.2.1,2021-07-12,190,,
v1.1.0,2021-07-12,187,,
v1.0.0,2021-07-12,195,,
1.5.0,2021-07-13,274,134.0,36.0
v1.4.2,2021-07-13,537,269.0,62.0
v1.4.1,2021-07-13,235,95.0,30.0
v1.4.0,2021-07-13,343,127.0,33.0
v1.3.0,2021-07-13,89,76.0,25.0
v1.2.1,2021-07-13,191,,
v1.1.0,2021-07-13,187,,
v1.0.0,2021-07-13,200,,
1.5.0,2021-07-14,281,140.0,37.0
v1.4.2,2021-07-14,538,269.0,62.0
v1.4.1,2021-07-14,235,96.0,31.0
v1.4.0,2021-07-14,344,127.0,33.0
v1.3.0,2021-07-14,89,76.0,26.0
v1.2.1,2021-07-14,191,,
v1.1.0,2021-07-14,187,,
v1.0.0,2021-07-14,206,,
1.5.0,2021-07-15,288,142.0,37.0
v1.4.2,2021-07-15,538,270.0,62.0
v1.4.1,2021-07-15,235,96.0,31.0
v1.4.0,2021-07-15,344,127.0,33.0
v1.3.0,2021-07-15,90,76.0,26.0
v1.2.1,2021-07-15,191,,
v1.1.0,2021-07-15,188,,
v1.0.0,2021-07-15,210,,
1.5.0,2021-07-16,293,144.0,37.0
v1.4.2,2021-07-16,538,270.0,62.0
v1.4.1,2021-07-16,235,96.0,31.0
v1.4.0,2021-07-16,344,127.0,33.0
v1.3.0,2021-07-16,90,76.0,26.0
v1.2.1,2021-07-16,191,,
v1.1.0,2021-07-16,188,,
v1.0.0,2021-07-16,216,,
1.5.0,2021-07-17,295,144.0,37.0
v1.4.2,2021-07-17,538,270.0,62.0
v1.4.1,2021-07-17,235,96.0,31.0
v1.4.0,2021-07-17,345,127.0,33.0
v1.3.0,2021-07-17,90,76.0,26.0
v1.2.1,2021-07-17,191,,
v1.1.0,2021-07-17,188,,
v1.0.0,2021-07-17,219,,
1.5.0,2021-07-18,298,145.0,37.0
v1.4.2,2021-07-18,538,270.0,62.0
v1.4.1,2021-07-18,235,96.0,31.0
v1.4.0,2021-07-18,346,127.0,33.0
v1.3.0,2021-07-18,90,76.0,26.0
v1.2.1,2021-07-18,191,,
v1.1.0,2021-07-18,188,,
v1.0.0,2021-07-18,221,,
1.5.0,2021-07-19,298,146.0,37.0
v1.4.2,2021-07-19,538,270.0,62.0
v1.4.1,2021-07-19,235,96.0,31.0
v1.4.0,2021-07-19,346,127.0,33.0
v1.3.0,2021-07-19,90,76.0,26.0
v1.2.1,2021-07-19,191,,
v1.1.0,2021-07-19,188,,
v1.0.0,2021-07-19,221,,
1.5.0,2021-07-20,301,146.0,37.0
v1.4.2,2021-07-20,538,270.0,62.0
v1.4.1,2021-07-20,235,96.0,31.0
v1.4.0,2021-07-20,346,127.0,33.0
v1.3.0,2021-07-20,90,76.0,26.0
v1.2.1,2021-07-20,191,,
v1.1.0,2021-07-20,188,,
